Model,MSO2014
Firmware Version,1.35

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.04,
Sample Interval,3.2e-06,
Filter Frequency,4.2e+07,
Record Length,125000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,5,
Label,,
TIME,CH1,CH1 Peak Detect
1.18938e-01,6.1,6.3
1.18941e-01,6.1,5.7
1.18944e-01,6.1,6.3
1.18947e-01,6.1,5.9
1.18950e-01,6.1,6.3
1.18954e-01,6.1,5.9
1.18957e-01,6.1,6.3
1.18960e-01,6.1,5.9
1.18963e-01,6.1,6.3
1.18966e-01,6.1,5.9
1.18970e-01,6.1,6.3
1.18973e-01,6.1,5.9
1.18976e-01,6.1,6.3
1.18979e-01,6.1,5.9
1.18982e-01,6.1,6.3
1.18986e-01,5.9,5.9
1.18989e-01,6.1,6.3
1.18992e-01,6.1,5.9
1.18995e-01,6.1,6.3
1.18998e-01,6.1,5.9
1.19002e-01,6.1,6.3
1.19005e-01,6.1,5.9
1.19008e-01,6.1,6.3
1.19011e-01,6.1,5.9
1.19014e-01,6.1,6.3
1.19018e-01,6.1,5.7
1.19021e-01,6.1,6.3
1.19024e-01,6.1,5.9
1.19027e-01,6.1,6.3
1.19030e-01,6.1,5.7
1.19034e-01,6.1,6.3
1.19037e-01,6.1,5.7
1.19040e-01,6.1,6.3
1.19043e-01,6.1,5.7
1.19046e-01,6.1,6.3
1.19050e-01,6.1,5.7
1.19053e-01,5.9,6.3
1.19056e-01,6.1,5.7
1.19059e-01,6.1,6.3
1.19062e-01,6.1,5.7
1.19066e-01,5.9,6.3
1.19069e-01,6.1,5.7
1.19072e-01,6.1,6.3
1.19075e-01,6.1,5.7
1.19078e-01,6.1,6.3
1.19082e-01,6.1,5.9
1.19085e-01,5.9,6.1
1.19088e-01,5.9,5.7
1.19091e-01,6.1,6.3
1.19094e-01,5.9,5.7
1.19098e-01,6.1,6.3
1.19101e-01,5.9,5.7
1.19104e-01,5.9,6.3
1.19107e-01,6.1,5.7
1.19110e-01,5.9,6.3
1.19114e-01,6.1,5.7
1.19117e-01,5.9,6.3
1.19120e-01,5.9,5.7
1.19123e-01,6.1,6.1
1.19126e-01,5.9,5.7
1.19130e-01,5.9,6.3
1.19133e-01,6.1,5.7
1.19136e-01,6.1,6.3
1.19139e-01,6.1,5.7
1.19142e-01,6.1,6.3
1.19146e-01,6.1,5.9
1.19149e-01,6.1,6.3
1.19152e-01,6.1,5.9
1.19155e-01,6.1,6.3
1.19158e-01,6.1,5.9
1.19162e-01,6.1,6.3
1.19165e-01,6.1,5.9
1.19168e-01,6.1,6.3
1.19171e-01,6.1,5.9
1.19174e-01,6.1,6.3
1.19178e-01,6.1,5.7
1.19181e-01,6.1,6.3
1.19184e-01,6.1,5.7
1.19187e-01,6.1,6.3
1.19190e-01,6.1,5.9
1.19194e-01,6.1,6.3
1.19197e-01,6.1,5.7
1.19200e-01,6.1,6.3
1.19203e-01,-5.3,5.9
1.19206e-01,-5.3,6.3
1.19210e-01,-5.3,-5.5
1.19213e-01,-5.3,6.3
1.19216e-01,-5.5,-5.7
1.19219e-01,-5.3,-5.1
1.19222e-01,-5.3,-5.7
1.19226e-01,-5.3,-5.3
1.19229e-01,-5.3,-5.7
1.19232e-01,-5.3,-5.3
1.19235e-01,-5.3,-5.5
1.19238e-01,-5.3,-5.1
1.19242e-01,-5.3,-5.7
1.19245e-01,-5.3,-5.1
1.19248e-01,-5.3,-5.5
1.19251e-01,-5.3,-5.1
1.19254e-01,-5.3,-5.5
1.19258e-01,-5.3,-5.1
1.19261e-01,-5.3,-5.5
1.19264e-01,-5.3,-5.1
1.19267e-01,-5.3,-5.5
1.19270e-01,-5.3,-5.1
1.19274e-01,-5.3,-5.5
1.19277e-01,-5.3,-5.1
1.19280e-01,-5.3,-5.5
1.19283e-01,-5.3,-5.1
1.19286e-01,-5.3,-5.5
1.19290e-01,-5.3,-5.1
1.19293e-01,-5.3,-5.5
1.19296e-01,-5.3,-5.1
1.19299e-01,-5.3,-5.5
1.19302e-01,-5.5,-5.1
1.19306e-01,-5.5,-5.7
1.19309e-01,-5.5,-5.1
1.19312e-01,-5.5,-5.7
1.19315e-01,-5.5,-5.3
1.19318e-01,-5.5,-5.7
1.19322e-01,-5.5,-5.3
1.19325e-01,-5.5,-5.7
1.19328e-01,-5.5,-5.3
1.19331e-01,-5.5,-5.7
1.19334e-01,-5.5,-5.3
1.19338e-01,-5.5,-5.7
1.19341e-01,-5.5,-5.3
1.19344e-01,-5.5,-5.7
1.19347e-01,-5.5,-5.3
1.19350e-01,-5.5,-5.7
1.19354e-01,-5.5,-5.3
1.19357e-01,-5.5,-5.7
1.19360e-01,-5.3,-5.3
1.19363e-01,-5.5,-5.7
1.19366e-01,-5.3,-5.3
1.19370e-01,-5.5,-5.7
1.19373e-01,-5.5,-5.1
1.19376e-01,-5.3,-5.7
1.19379e-01,-5.5,-5.3
1.19382e-01,-5.3,-5.7
1.19386e-01,-5.3,-5.1
1.19389e-01,-5.3,-5.7
1.19392e-01,-5.3,-5.3
1.19395e-01,-5.3,-5.7
1.19398e-01,-5.3,-5.3
1.19402e-01,-5.3,-5.7
1.19405e-01,-5.3,-5.1
1.19408e-01,-5.3,-5.5
1.19411e-01,2.7,-5.1
1.19414e-01,5.9,-5.5
1.19418e-01,6.1,3.3
1.19421e-01,6.1,3.3
1.19424e-01,6.1,6.3
1.19427e-01,6.1,5.7
1.19430e-01,5.9,6.3
1.19434e-01,6.1,5.7
1.19437e-01,5.9,6.3
1.19440e-01,6.1,5.7
1.19443e-01,6.1,6.3
1.19446e-01,6.1,5.7
1.19450e-01,6.1,6.3
1.19453e-01,6.1,5.7
1.19456e-01,6.1,6.3
1.19459e-01,6.1,5.7
1.19462e-01,6.1,6.3
1.19466e-01,6.1,5.7
1.19469e-01,5.9,6.1
1.19472e-01,6.1,5.7
1.19475e-01,5.9,6.3
1.19478e-01,6.1,5.7
1.19482e-01,5.9,6.3
1.19485e-01,5.9,5.7
1.19488e-01,6.1,6.1
1.19491e-01,6.1,5.7
1.19494e-01,6.1,6.3
1.19498e-01,6.1,5.7
1.19501e-01,6.1,6.3
1.19504e-01,6.1,5.9
1.19507e-01,6.1,6.3
1.19510e-01,6.1,5.9
1.19514e-01,6.1,6.3
1.19517e-01,6.1,5.7
1.19520e-01,6.1,6.3
1.19523e-01,6.1,5.9
1.19526e-01,6.1,6.3
1.19530e-01,6.1,5.9
1.19533e-01,6.1,6.3
1.19536e-01,6.1,5.9
1.19539e-01,6.1,6.3
1.19542e-01,6.1,5.9
1.19546e-01,6.1,6.3
1.19549e-01,6.1,5.9
1.19552e-01,6.1,6.3
1.19555e-01,6.1,5.9
1.19558e-01,6.1,6.3
1.19562e-01,6.1,5.9
1.19565e-01,6.1,6.3
1.19568e-01,6.1,5.9
1.19571e-01,6.1,6.3
1.19574e-01,6.1,5.7
1.19578e-01,6.1,6.3
1.19581e-01,6.1,5.9
1.19584e-01,6.1,6.3
1.19587e-01,6.1,5.7
1.19590e-01,6.1,6.3
1.19594e-01,6.1,5.9
1.19597e-01,5.9,6.3
1.19600e-01,6.1,5.9
1.19603e-01,6.1,6.3
1.19606e-01,6.1,5.9
1.19610e-01,6.1,6.3
1.19613e-01,6.1,5.7
1.19616e-01,6.1,6.3
1.19619e-01,2.5,5.7
1.19622e-01,-5.3,6.3
1.19626e-01,-5.3,-5.5
1.19629e-01,-5.3,6.3
1.19632e-01,-5.3,-5.5
1.19635e-01,-5.3,-5.1
1.19638e-01,-5.3,-5.7
1.19642e-01,-5.3,-5.1
1.19645e-01,-5.3,-5.5
1.19648e-01,-5.3,-5.1
1.19651e-01,-5.3,-5.5
1.19654e-01,-5.3,-5.1
1.19658e-01,-5.3,-5.5
1.19661e-01,-5.3,-5.1
1.19664e-01,-5.3,-5.5
1.19667e-01,-5.5,-5.1
1.19670e-01,-5.5,-5.7
1.19674e-01,-5.5,-5.1
1.19677e-01,-5.5,-5.7
1.19680e-01,-5.5,-5.3
1.19683e-01,-5.5,-5.7
1.19686e-01,-5.5,-5.3
1.19690e-01,-5.5,-5.7
1.19693e-01,-5.5,-5.3
1.19696e-01,-5.5,-5.7
1.19699e-01,-5.5,-5.3
1.19702e-01,-5.5,-5.7
1.19706e-01,-5.5,-5.3
1.19709e-01,-5.5,-5.7
1.19712e-01,-5.5,-5.3
1.19715e-01,-5.5,-5.7
1.19718e-01,-5.3,-5.3
1.19722e-01,-5.3,-5.7
1.19725e-01,6.1,-5.3
1.19728e-01,6.1,-5.7
1.19731e-01,6.1,6.1
1.19734e-01,6.1,5.7
1.19738e-01,6.1,6.3
1.19741e-01,6.1,5.9
1.19744e-01,6.1,6.3
1.19747e-01,6.1,5.9
1.19750e-01,6.1,6.3
1.19754e-01,6.1,5.9
1.19757e-01,6.1,6.3
1.19760e-01,6.1,5.9
1.19763e-01,6.1,6.3
1.19766e-01,6.1,5.7
1.19770e-01,5.9,6.3
1.19773e-01,6.1,5.7
1.19776e-01,6.1,6.3
1.19779e-01,6.1,5.7
1.19782e-01,6.1,6.3
1.19786e-01,6.1,5.7
1.19789e-01,6.1,6.3
1.19792e-01,6.1,5.7
1.19795e-01,6.1,6.3
1.19798e-01,6.1,5.7
1.19802e-01,6.1,6.3
1.19805e-01,6.1,5.7
1.19808e-01,6.1,6.3
1.19811e-01,6.1,5.7
1.19814e-01,6.1,6.3
1.19818e-01,6.1,5.7
1.19821e-01,6.1,6.3
1.19824e-01,6.1,5.7
1.19827e-01,6.1,6.1
1.19830e-01,-5.3,5.7
1.19834e-01,-5.3,6.3
1.19837e-01,-5.3,-5.5
1.19840e-01,-5.3,6.1
1.19843e-01,-5.5,-5.5
1.19846e-01,-5.5,-5.1
1.19850e-01,-5.5,-5.7
1.19853e-01,-5.5,-5.1
1.19856e-01,-5.5,-5.7
1.19859e-01,-5.5,-5.3
1.19862e-01,-5.5,-5.7
1.19866e-01,-5.5,-5.3
1.19869e-01,-5.5,-5.7
1.19872e-01,-5.5,-5.3
1.19875e-01,-5.5,-5.7
1.19878e-01,-5.5,-5.3
1.19882e-01,-5.5,-5.7
1.19885e-01,-5.5,-5.3
1.19888e-01,-5.5,-5.7
1.19891e-01,-5.5,-5.3
1.19894e-01,-5.3,-5.7
1.19898e-01,-5.5,-5.3
1.19901e-01,-5.5,-5.7
1.19904e-01,-5.5,-5.3
1.19907e-01,-5.3,-5.7
1.19910e-01,-5.3,-5.3
1.19914e-01,-5.5,-5.7
1.19917e-01,-5.5,-5.3
1.19920e-01,-5.5,-5.7
1.19923e-01,-5.3,-5.3
1.19926e-01,-5.3,-5.7
1.19930e-01,-5.3,-5.1
1.19933e-01,6.1,-5.7
1.19936e-01,6.1,-5.3
1.19939e-01,6.1,-5.5
1.19942e-01,6.1,6.3
1.19946e-01,6.1,5.7
1.19949e-01,6.1,6.3
1.19952e-01,6.1,5.7
1.19955e-01,6.1,6.3
1.19958e-01,6.1,5.7
1.19962e-01,6.1,6.3
1.19965e-01,6.1,5.9
1.19968e-01,6.1,6.3
1.19971e-01,6.1,5.7
1.19974e-01,6.1,6.3
1.19978e-01,6.1,5.7
1.19981e-01,6.1,6.3
1.19984e-01,6.1,5.7
1.19987e-01,6.1,6.3
1.19990e-01,6.1,5.7
1.19994e-01,5.9,6.3
1.19997e-01,5.9,5.7
1.20000e-01,6.1,6.3
1.20003e-01,6.1,5.7
1.20006e-01,6.1,6.3
1.20010e-01,6.1,5.7
1.20013e-01,5.9,6.3
1.20016e-01,6.1,5.7
1.20019e-01,6.1,6.3
1.20022e-01,5.9,5.7
1.20026e-01,5.9,6.3
1.20029e-01,6.1,5.7
1.20032e-01,6.1,6.1
1.20035e-01,6.1,5.7
1.20038e-01,6.1,6.3
1.20042e-01,6.1,5.9
1.20045e-01,6.1,6.3
1.20048e-01,6.1,5.9
1.20051e-01,6.1,6.3
1.20054e-01,6.1,5.9
1.20058e-01,6.1,6.3
1.20061e-01,6.1,5.9
1.20064e-01,6.1,6.3
1.20067e-01,6.1,5.9
1.20070e-01,6.1,6.3
1.20074e-01,6.1,5.9
1.20077e-01,6.1,6.3
1.20080e-01,6.1,5.9
1.20083e-01,6.1,6.3
1.20086e-01,6.1,5.9
1.20090e-01,6.1,6.3
1.20093e-01,6.1,5.9
1.20096e-01,6.1,6.3
1.20099e-01,5.9,5.7
1.20102e-01,6.1,6.3
1.20106e-01,6.1,5.9
1.20109e-01,6.1,6.3
1.20112e-01,6.1,5.7
1.20115e-01,6.1,6.3
1.20118e-01,6.1,5.7
1.20122e-01,6.1,6.3
1.20125e-01,6.1,5.9
1.20128e-01,6.1,6.3
1.20131e-01,6.1,5.7
1.20134e-01,6.1,6.3
1.20138e-01,6.1,5.7
1.20141e-01,-5.3,6.3
1.20144e-01,-5.3,-5.5
1.20147e-01,-5.3,6.3
1.20150e-01,-5.3,-5.5
1.20154e-01,-5.3,-5.1
1.20157e-01,-5.3,-5.5
1.20160e-01,-5.3,-5.1
1.20163e-01,-5.3,-5.7
1.20166e-01,-5.3,-5.1
1.20170e-01,-5.3,-5.5
1.20173e-01,-5.3,-5.1
1.20176e-01,-5.3,-5.5
1.20179e-01,-5.3,-5.1
1.20182e-01,-5.3,-5.5
1.20186e-01,-5.3,-5.1
1.20189e-01,-5.3,-5.5
1.20192e-01,-5.3,-5.1
1.20195e-01,-5.3,-5.5
1.20198e-01,-5.5,-5.1
1.20202e-01,-5.5,-5.7
1.20205e-01,-5.5,-5.1
1.20208e-01,-5.5,-5.7
1.20211e-01,-5.5,-5.3
1.20214e-01,-5.5,-5.7
1.20218e-01,-5.5,-5.3
1.20221e-01,-5.5,-5.7
1.20224e-01,-5.5,-5.3
1.20227e-01,-5.5,-5.7
1.20230e-01,-5.5,-5.3
1.20234e-01,-5.5,-5.7
1.20237e-01,-5.5,-5.3
1.20240e-01,-5.5,-5.7
1.20243e-01,-5.5,-5.3
1.20246e-01,-5.5,-5.7
1.20250e-01,-5.5,-5.3
1.20253e-01,-5.5,-5.7
1.20256e-01,-5.5,-5.3
1.20259e-01,-5.5,-5.7
1.20262e-01,-5.3,-5.3
1.20266e-01,-5.5,-5.7
1.20269e-01,-5.3,-5.3
1.20272e-01,-5.5,-5.7
1.20275e-01,-5.5,-5.3
1.20278e-01,-5.5,-5.7
1.20282e-01,-5.5,-5.1
1.20285e-01,-5.3,-5.7
1.20288e-01,-5.3,-5.3
1.20291e-01,-5.3,-5.7
1.20294e-01,-5.3,-5.3
1.20298e-01,-5.3,-5.7
1.20301e-01,-5.3,-5.1
1.20304e-01,-5.3,-5.7
1.20307e-01,-5.3,-5.1
1.20310e-01,-5.3,-5.5
1.20314e-01,-5.3,-5.1
1.20317e-01,-5.5,-5.7
1.20320e-01,-5.3,-5.1
1.20323e-01,-5.3,-5.5
1.20326e-01,-5.3,-5.1
1.20330e-01,-5.3,-5.5
1.20333e-01,-5.3,-5.1
1.20336e-01,-5.3,-5.5
1.20339e-01,-5.3,-5.1
1.20342e-01,-5.3,-5.5
1.20346e-01,-5.3,-5.1
1.20349e-01,-5.3,-5.5
1.20352e-01,-5.3,-5.1
1.20355e-01,-5.3,-5.5
1.20358e-01,-5.3,-5.1
1.20362e-01,-5.3,-5.5
1.20365e-01,-5.3,-5.1
1.20368e-01,-5.3,-5.5
1.20371e-01,-5.3,-5.1
1.20374e-01,-5.3,-5.5
1.20378e-01,-5.3,-5.1
1.20381e-01,-5.3,-5.5
1.20384e-01,-5.3,-5.1
1.20387e-01,-5.5,-5.5
1.20390e-01,-5.5,-5.1
1.20394e-01,-5.5,-5.7
1.20397e-01,-5.5,-5.1
1.20400e-01,-5.5,-5.7
1.20403e-01,-5.5,-5.3
1.20406e-01,-5.5,-5.7
1.20410e-01,-5.5,-5.3
1.20413e-01,-5.5,-5.7
1.20416e-01,-5.5,-5.3
1.20419e-01,-5.5,-5.7
1.20422e-01,-5.5,-5.3
1.20426e-01,-5.5,-5.7
1.20429e-01,-5.5,-5.3
1.20432e-01,-5.5,-5.7
1.20435e-01,-5.5,-5.3
1.20438e-01,-5.5,-5.7
1.20442e-01,-5.5,-5.3
1.20445e-01,-5.5,-5.7
1.20448e-01,-5.5,-5.3
1.20451e-01,-5.3,-5.7
1.20454e-01,6.1,-5.3
1.20458e-01,6.1,-5.7
1.20461e-01,6.1,6.3
1.20464e-01,6.1,5.9
1.20467e-01,6.1,6.3
1.20470e-01,6.1,5.7
1.20474e-01,6.1,6.3
1.20477e-01,6.1,5.9
1.20480e-01,6.1,6.3
1.20483e-01,6.1,5.7
1.20486e-01,6.1,6.3
1.20490e-01,6.1,5.7
1.20493e-01,6.1,6.3
1.20496e-01,6.1,5.7
1.20499e-01,6.1,6.3
1.20502e-01,6.1,5.9
1.20506e-01,6.1,6.3
1.20509e-01,6.1,5.9
1.20512e-01,5.9,6.3
1.20515e-01,6.1,5.7
1.20518e-01,6.1,6.3
1.20522e-01,6.1,5.7
1.20525e-01,5.9,6.3
1.20528e-01,6.1,5.7
1.20531e-01,5.9,6.3
1.20534e-01,6.1,5.7
1.20538e-01,5.9,6.3
1.20541e-01,6.1,5.7
1.20544e-01,6.1,6.3
1.20547e-01,6.1,5.9
1.20550e-01,5.9,6.3
1.20554e-01,6.1,5.7
1.20557e-01,6.1,6.3
1.20560e-01,5.9,5.7
1.20563e-01,6.1,6.3
1.20566e-01,5.9,5.7
1.20570e-01,6.1,6.1
1.20573e-01,5.9,5.7
1.20576e-01,6.1,6.3
1.20579e-01,5.9,5.7
1.20582e-01,6.1,6.1
1.20586e-01,6.1,5.7
1.20589e-01,6.1,6.3
1.20592e-01,6.1,5.9
1.20595e-01,6.1,6.3
1.20598e-01,6.1,5.9
1.20602e-01,6.1,6.3
1.20605e-01,6.1,5.9
1.20608e-01,6.1,6.3
1.20611e-01,6.1,5.7
1.20614e-01,6.1,6.3
1.20618e-01,6.1,5.9
1.20621e-01,6.1,6.3
1.20624e-01,6.1,5.7
1.20627e-01,6.1,6.3
1.20630e-01,6.1,5.7
1.20634e-01,6.1,6.3
1.20637e-01,6.1,5.9
1.20640e-01,6.1,6.3
1.20643e-01,6.1,5.9
1.20646e-01,6.1,6.3
1.20650e-01,6.1,5.9
1.20653e-01,6.1,6.3
1.20656e-01,6.1,5.7
1.20659e-01,6.1,6.3
1.20662e-01,-5.3,5.7
1.20666e-01,-5.3,6.3
1.20669e-01,-5.3,-5.5
1.20672e-01,-5.3,6.3
1.20675e-01,-5.5,-5.7
1.20678e-01,-5.3,-5.3
1.20682e-01,-5.3,-5.5
1.20685e-01,-5.3,-5.3
1.20688e-01,-5.3,-5.5
1.20691e-01,-5.3,-5.1
1.20694e-01,-5.3,-5.5
1.20698e-01,-5.3,-5.1
1.20701e-01,-5.3,-5.5
1.20704e-01,-5.3,-5.1
1.20707e-01,-5.3,-5.5
1.20710e-01,-5.3,-5.1
1.20714e-01,-5.3,-5.5
1.20717e-01,-5.3,-5.1
1.20720e-01,-5.3,-5.5
1.20723e-01,-5.3,-5.1
1.20726e-01,-5.3,-5.5
1.20730e-01,-5.3,-5.1
1.20733e-01,-5.3,-5.5
1.20736e-01,-5.3,-5.1
1.20739e-01,-5.3,-5.5
1.20742e-01,-5.3,-5.1
1.20746e-01,-5.3,-5.5
1.20749e-01,-5.3,-5.1
1.20752e-01,-5.5,-5.5
1.20755e-01,-5.5,-5.1
1.20758e-01,-5.5,-5.7
1.20762e-01,-5.5,-5.1
1.20765e-01,6.1,-5.7
1.20768e-01,6.1,-5.3
1.20771e-01,6.1,-5.7
1.20774e-01,6.1,6.3
1.20778e-01,6.1,5.9
1.20781e-01,6.1,6.3
1.20784e-01,6.1,5.9
1.20787e-01,6.1,6.3
1.20790e-01,6.1,5.9
1.20794e-01,6.1,6.3
1.20797e-01,6.1,5.9
1.20800e-01,6.1,6.3
1.20803e-01,6.1,5.9
1.20806e-01,6.1,6.3
1.20810e-01,6.1,5.9
1.20813e-01,6.1,6.3
1.20816e-01,6.1,5.9
1.20819e-01,6.1,6.3
1.20822e-01,6.1,5.7
1.20826e-01,6.1,6.3
1.20829e-01,6.1,5.7
1.20832e-01,6.1,6.3
1.20835e-01,6.1,5.9
1.20838e-01,6.1,6.3
1.20842e-01,6.1,5.7
1.20845e-01,6.1,6.3
1.20848e-01,6.1,5.9
1.20851e-01,6.1,6.3
1.20854e-01,6.1,5.7
1.20858e-01,6.1,6.3
1.20861e-01,6.1,5.9
1.20864e-01,6.1,6.3
1.20867e-01,6.1,5.9
1.20870e-01,6.1,6.3
1.20874e-01,6.1,5.7
1.20877e-01,6.1,6.3
1.20880e-01,6.1,5.9
1.20883e-01,6.1,6.3
1.20886e-01,6.1,5.9
1.20890e-01,5.9,6.3
1.20893e-01,6.1,5.7
1.20896e-01,6.1,6.3
1.20899e-01,6.1,5.7
1.20902e-01,6.1,6.3
1.20906e-01,6.1,5.7
1.20909e-01,6.1,6.3
1.20912e-01,6.1,5.7
1.20915e-01,6.1,6.3
1.20918e-01,6.1,5.7
1.20922e-01,6.1,6.3
1.20925e-01,5.9,5.7
1.20928e-01,6.1,6.3
1.20931e-01,6.1,5.7
1.20934e-01,5.9,6.3
1.20938e-01,6.1,5.7
1.20941e-01,5.9,6.3
1.20944e-01,6.1,5.7
1.20947e-01,6.1,6.3
1.20950e-01,6.1,5.7
1.20954e-01,6.1,6.3
1.20957e-01,6.1,5.7
1.20960e-01,6.1,6.3
1.20963e-01,6.1,5.9
1.20966e-01,6.1,6.3
1.20970e-01,6.1,5.9
1.20973e-01,6.1,6.3
1.20976e-01,6.1,5.9
1.20979e-01,6.1,6.3
1.20982e-01,6.1,5.7
1.20986e-01,6.1,6.3
1.20989e-01,6.1,5.9
1.20992e-01,6.1,6.3
1.20995e-01,6.1,5.9
1.20998e-01,6.1,6.3
1.21002e-01,6.1,5.9
1.21005e-01,6.1,6.3
1.21008e-01,6.1,5.9
1.21011e-01,6.1,6.3
1.21014e-01,6.1,5.9
1.21018e-01,6.1,6.3
1.21021e-01,6.1,5.7
1.21024e-01,6.1,6.3
1.21027e-01,6.1,5.7
1.21030e-01,6.1,6.3
1.21034e-01,6.1,5.9
1.21037e-01,6.1,6.3
1.21040e-01,6.1,5.9
1.21043e-01,6.1,6.3
1.21046e-01,6.1,5.7
1.21050e-01,5.9,6.3
1.21053e-01,6.1,5.7
1.21056e-01,6.1,6.3
1.21059e-01,6.1,5.7
1.21062e-01,6.1,6.3
1.21066e-01,6.1,5.7
1.21069e-01,5.9,6.3
1.21072e-01,6.1,5.7
1.21075e-01,6.1,6.3
1.21078e-01,-5.3,5.7
1.21082e-01,-5.3,6.3
1.21085e-01,-5.3,-5.5
1.21088e-01,-5.3,6.3
1.21091e-01,-5.3,-5.5
1.21094e-01,-5.3,-5.1
1.21098e-01,-5.3,-5.5
1.21101e-01,-5.3,-5.1
1.21104e-01,-5.3,-5.5
1.21107e-01,-5.3,-5.1
1.21110e-01,-5.3,-5.5
1.21114e-01,-5.3,-5.1
1.21117e-01,-5.3,-5.5
1.21120e-01,-5.3,-5.1
1.21123e-01,-5.5,-5.5
1.21126e-01,-5.5,-5.1
1.21130e-01,-5.5,-5.7
1.21133e-01,-5.5,-5.1
1.21136e-01,-5.5,-5.7
1.21139e-01,-5.5,-5.3
1.21142e-01,-5.5,-5.7
1.21146e-01,-5.5,-5.3
1.21149e-01,-5.5,-5.7
1.21152e-01,-5.5,-5.3
1.21155e-01,-5.5,-5.7
1.21158e-01,-5.5,-5.3
1.21162e-01,-5.5,-5.7
1.21165e-01,-5.5,-5.3
1.21168e-01,-5.3,-5.7
1.21171e-01,-5.5,-5.3
1.21174e-01,-5.3,-5.7
1.21178e-01,-5.5,-5.3
1.21181e-01,-5.5,-5.7
1.21184e-01,-5.5,-5.3
1.21187e-01,-5.5,-5.7
1.21190e-01,-5.3,-5.3
1.21194e-01,-5.5,-5.7
1.21197e-01,-5.5,-5.1
1.21200e-01,-5.5,-5.7
1.21203e-01,-5.3,-5.1
1.21206e-01,-5.5,-5.7
1.21210e-01,-5.3,-5.1
1.21213e-01,-5.3,-5.7
1.21216e-01,-5.5,-5.3
1.21219e-01,-5.5,-5.7
1.21222e-01,-5.3,-5.1
1.21226e-01,-5.3,-5.7
1.21229e-01,-5.3,-5.1
1.21232e-01,-5.3,-5.7
1.21235e-01,-5.3,-5.1
1.21238e-01,-5.3,-5.5
1.21242e-01,-5.3,-5.1
1.21245e-01,-5.3,-5.7
1.21248e-01,-5.5,-5.1
1.21251e-01,-5.5,-5.5
1.21254e-01,-5.3,-5.1
1.21258e-01,-5.3,-5.5
1.21261e-01,-5.3,-5.1
1.21264e-01,-5.3,-5.5
1.21267e-01,-5.3,-5.1
1.21270e-01,-5.3,-5.5
1.21274e-01,-5.3,-5.1
1.21277e-01,-5.3,-5.5
1.21280e-01,-5.3,-5.1
1.21283e-01,-5.3,-5.5
1.21286e-01,5.9,-5.1
1.21290e-01,6.1,-5.5
1.21293e-01,6.1,6.1
1.21296e-01,6.1,5.7
1.21299e-01,6.1,6.3
1.21302e-01,6.1,5.7
1.21306e-01,6.1,6.3
1.21309e-01,6.1,5.9
1.21312e-01,6.1,6.3
1.21315e-01,6.1,5.9
1.21318e-01,6.1,6.3
1.21322e-01,6.1,5.9
1.21325e-01,6.1,6.3
1.21328e-01,6.1,5.9
1.21331e-01,6.1,6.3
1.21334e-01,6.1,5.9
1.21338e-01,6.1,6.3
1.21341e-01,6.1,5.9
1.21344e-01,6.1,6.3
1.21347e-01,6.1,5.9
1.21350e-01,6.1,6.3
1.21354e-01,6.1,5.9
1.21357e-01,6.1,6.3
1.21360e-01,6.1,5.7
1.21363e-01,6.1,6.3
1.21366e-01,6.1,5.9
1.21370e-01,6.1,6.3
1.21373e-01,6.1,5.9
1.21376e-01,6.1,6.3
1.21379e-01,6.1,5.9
1.21382e-01,6.1,6.3
1.21386e-01,6.1,5.9
1.21389e-01,6.1,6.3
1.21392e-01,-5.3,5.7
1.21395e-01,-5.3,6.3
1.21398e-01,-5.3,-5.5
1.21402e-01,-5.3,6.1
1.21405e-01,-5.5,-5.5
1.21408e-01,-5.3,-5.1
1.21411e-01,-5.3,-5.7
1.21414e-01,-5.3,-5.3
1.21418e-01,-5.5,-5.7
1.21421e-01,-5.3,-5.1
1.21424e-01,-5.3,-5.5
1.21427e-01,-5.3,-5.1
1.21430e-01,-5.3,-5.5
1.21434e-01,-5.3,-5.1
1.21437e-01,-5.3,-5.5
1.21440e-01,-5.3,-5.1
1.21443e-01,-5.3,-5.5
1.21446e-01,-5.3,-5.1
1.21450e-01,-5.3,-5.5
1.21453e-01,-5.3,-5.1
1.21456e-01,-5.3,-5.5
1.21459e-01,-5.3,-5.1
1.21462e-01,-5.3,-5.5
1.21466e-01,-5.3,-5.1
1.21469e-01,-5.3,-5.5
1.21472e-01,-5.3,-5.1
1.21475e-01,-5.3,-5.5
1.21478e-01,-5.5,-5.1
1.21482e-01,-5.5,-5.7
1.21485e-01,-5.5,-5.1
1.21488e-01,-5.5,-5.7
1.21491e-01,-5.5,-5.3
1.21494e-01,5.9,-5.7
1.21498e-01,6.1,-5.3
1.21501e-01,6.1,-5.7
1.21504e-01,6.1,6.3
1.21507e-01,6.1,5.9
1.21510e-01,6.1,6.3
1.21514e-01,6.1,5.9
1.21517e-01,6.1,6.3
1.21520e-01,6.1,5.9
1.21523e-01,6.1,6.3
1.21526e-01,6.1,5.9
1.21530e-01,6.1,6.3
1.21533e-01,6.1,5.9
1.21536e-01,6.1,6.3
1.21539e-01,6.1,5.9
1.21542e-01,6.1,6.3
1.21546e-01,6.1,5.9
1.21549e-01,6.1,6.3
1.21552e-01,6.1,5.9
1.21555e-01,6.1,6.3
